pilot_id,stratum,unicode,char,codepoint,catalog_offset,worksheet_row,catalog_scope,review_status,structure_evidence_status,source_grade,next_action,dictionary_source_count,has_origin_context,cihai_hit_count,wiki_hit_count,dictionary_review_status,wiki_review_status,feature_review_queue,evidence_role,pilot_reason,human_review_status,human_structure_label,human_decomposition,human_notes,editable_copy_notice
outside_8105_strong_dictionary_context_067,outside_8105_strong_dictionary_context,U+24E79,𤹹,151161,47866,47868,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_068,outside_8105_strong_dictionary_context,U+25107,𥄇,151815,49560,49562,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_069,outside_8105_strong_dictionary_context,U+253A3,𥎣,152483,50543,50545,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_070,outside_8105_strong_dictionary_context,U+25767,𥝧,153447,53169,53171,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_071,outside_8105_strong_dictionary_context,U+25A76,𥩶,154230,54559,54561,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_072,outside_8105_strong_dictionary_context,U+25D5F,𥵟,154975,55941,55943,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_073,outside_8105_strong_dictionary_context,U+26049,𦁉,155721,58320,58322,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_074,outside_8105_strong_dictionary_context,U+26375,𦍵,156533,60001,60003,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_075,outside_8105_strong_dictionary_context,U+265FB,𦗻,157179,61164,61166,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_076,outside_8105_strong_dictionary_context,U+268F9,𦣹,157945,62901,62903,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_077,outside_8105_strong_dictionary_context,U+26B81,𦮁,158593,65223,65225,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_078,outside_8105_strong_dictionary_context,U+26E89,𦺉,159369,65997,65999,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_079,outside_8105_strong_dictionary_context,U+27189,𧆉,160137,66763,66765,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_080,outside_8105_strong_dictionary_context,U+27411,𧐑,160785,69108,69110,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_081,outside_8105_strong_dictionary_context,U+2766A,𧙪,161386,70556,70558,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_082,outside_8105_strong_dictionary_context,U+278CB,𧣋,161995,71730,71732,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_083,outside_8105_strong_dictionary_context,U+27AF1,𧫱,162545,73034,73036,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_084,outside_8105_strong_dictionary_context,U+27D04,𧴄,163076,74308,74310,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_085,outside_8105_strong_dictionary_context,U+27FB9,𧾹,163769,76101,76103,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_086,outside_8105_strong_dictionary_context,U+2827F,𨉿,164479,77198,77200,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_087,outside_8105_strong_dictionary_context,U+284F7,𨓷,165111,78778,78780,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_088,outside_8105_strong_dictionary_context,U+28794,𨞔,165780,80063,80065,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_089,outside_8105_strong_dictionary_context,U+28B45,𨭅,166725,82658,82660,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_090,outside_8105_strong_dictionary_context,U+28E86,𨺆,167558,84963,84965,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_091,outside_8105_strong_dictionary_context,U+2911B,𩄛,168219,86145,86147,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_092,outside_8105_strong_dictionary_context,U+2935F,𩍟,168799,87173,87175,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_093,outside_8105_strong_dictionary_context,U+295A6,𩖦,169382,88524,88526,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_094,outside_8105_strong_dictionary_context,U+29811,𩠑,170001,89756,89758,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_095,outside_8105_strong_dictionary_context,U+29A9B,𩪛,170651,91187,91189,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_096,outside_8105_strong_dictionary_context,U+29D03,𩴃,171267,92198,92200,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_097,outside_8105_strong_dictionary_context,U+2A013,𪀓,172051,94525,94527,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_098,outside_8105_strong_dictionary_context,U+2A2A5,𪊥,172709,95762,95764,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_099,outside_8105_strong_dictionary_context,U+2A4AB,𪒫,173227,96582,96584,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_100,outside_8105_strong_dictionary_context,U+2A6D5,𪛕,173781,97676,97678,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_extension_or_gap_001,outside_8105_extension_or_gap,U+20001,𠀁,131073,50,52,outside_8105_agent_candidate,OUTSIDE_8105_SOURCE_GAP_REVIEW_REQUIRED,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,0,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,cross_reference_or_source_gap_review_candidate,outside-8105 extension or source-gap row for stop-gate and review-queue stress testing,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_extension_or_gap_002,outside_8105_extension_or_gap,U+20316,𠌖,131862,2271,2273,outside_8105_agent_candidate,OUTSIDE_8105_SOURCE_GAP_REVIEW_REQUIRED,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,0,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,cross_reference_or_source_gap_review_candidate,outside-8105 extension or source-gap row for stop-gate and review-queue stress testing,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_extension_or_gap_003,outside_8105_extension_or_gap,U+2068B,𠚋,132747,4421,4423,outside_8105_agent_candidate,OUTSIDE_8105_SOURCE_GAP_REVIEW_REQUIRED,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,0,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,cross_reference_or_source_gap_review_candidate,outside-8105 extension or source-gap row for stop-gate and review-queue stress testing,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_extension_or_gap_004,outside_8105_extension_or_gap,U+20B28,𠬨,133928,7048,7050,outside_8105_agent_candidate,OUTSIDE_8105_SOURCE_GAP_REVIEW_REQUIRED,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,0,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,cross_reference_or_source_gap_review_candidate,outside-8105 extension or source-gap row for stop-gate and review-queue stress testing,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_extension_or_gap_005,outside_8105_extension_or_gap,U+20E99,𠺙,134809,8979,8981,outside_8105_agent_candidate,OUTSIDE_8105_SOURCE_GAP_REVIEW_REQUIRED,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,0,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,cross_reference_or_source_gap_review_candidate,outside-8105 extension or source-gap row for stop-gate and review-queue stress testing,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_extension_or_gap_006,outside_8105_extension_or_gap,U+21187,𡆇,135559,9725,9727,outside_8105_agent_candidate,OUTSIDE_8105_SOURCE_GAP_REVIEW_REQUIRED,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,0,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,cross_reference_or_source_gap_review_candidate,outside-8105 extension or source-gap row for stop-gate and review-queue stress testing,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_extension_or_gap_007,outside_8105_extension_or_gap,U+21504,𡔄,136452,12519,12521,outside_8105_agent_candidate,OUTSIDE_8105_SOURCE_GAP_REVIEW_REQUIRED,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,0,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,cross_reference_or_source_gap_review_candidate,outside-8105 extension or source-gap row for stop-gate and review-queue stress testing,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_extension_or_gap_008,outside_8105_extension_or_gap,U+218AA,𡢪,137386,15238,15240,outside_8105_agent_candidate,OUTSIDE_8105_SOURCE_GAP_REVIEW_REQUIRED,STRUCTURE_DECOMPOSITION_AGENT_STANDARD_QUEUE_ONLY,agent_standard_candidate_not_national_standard,human_review_or_agent_rule_learning_design_only,0,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,cross_reference_or_source_gap_review_candidate,outside-8105 extension or source-gap row for stop-gate and review-queue stress testing,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
