char,unicode,standard_rank,block_reason,resolution_class,next_required_action,approved_radical,approved_strokes,approved_agent_structure,approved_agent_struct_type,source_model_presence,current_index_recoverable,decoded_current_index,decoded_ext,write_status,database_status
蹅,U+8E45,7863,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,69,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
䗛,U+45DB,7865,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
疁,U+7581,7867,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1921,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
㠓,U+3813,7868,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
幪,U+5E6A,7869,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,106,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𪩘,U+2AA58,7870,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
嶦,U+5DA6,7871,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1958,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬭬,U+2CB6C,7872,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𨱑,U+28C51,7873,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬭯,U+2CB6F,7874,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
馞,U+999E,7875,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,926,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
穄,U+7A44,7876,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1092,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
篯,U+7BEF,7878,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1519,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
衠,U+8860,7881,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左中右,4,present,True,608,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
盦,U+76E6,7882,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,230,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
螣,U+87A3,7883,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,419,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
縢,U+7E22,7884,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,34,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
鲹,U+9CB9,7889,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1721,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𫗴,U+2B5F4,7890,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
亸,U+4EB8,7891,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,184,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬸦,U+2CE26,7894,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,上下,1,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
羱,U+7FB1,7895,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,433,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
糒,U+7CD2,7896,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1746,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
燋,U+71CB,7897,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,971,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
熻,U+71BB,7898,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,955,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
燊,U+71CA,7899,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,970,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
燚,U+71DA,7900,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,986,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
燏,U+71CF,7901,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,975,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
濩,U+6FE9,7902,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,489,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
濋,U+6FCB,7903,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,459,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
澪,U+6FAA,7904,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,426,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
澽,U+6FBD,7905,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,445,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
澴,U+6FB4,7906,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,436,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
澭,U+6FAD,7907,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,429,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
澼,U+6FBC,7908,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,444,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
憺,U+61BA,7910,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,954,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
翯,U+7FEF,7915,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,495,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𫄷,U+2B137,7916,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
璱,U+74B1,7917,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1713,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𤩽,U+24A7D,7918,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
璬,U+74AC,7919,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1708,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
璮,U+74AE,7920,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1710,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
髽,U+9AFD,7921,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1277,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
薿,U+85BF,7923,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1983,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
薸,U+85B8,7924,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1976,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
檞,U+6A9E,7927,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1182,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
醨,U+91A8,7928,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,936,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
繄,U+7E44,7929,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,68,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
磹,U+78F9,7930,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,761,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
磻,U+78FB,7931,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,763,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
瞫,U+77AB,7932,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,427,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
蹐,U+8E50,7934,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,80,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
㘎,U+360E,7936,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬭳,U+2CB73,7937,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬭶,U+2CB76,7939,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𫔍,U+2B50D,7940,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬭸,U+2CB78,7943,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𨱔,U+28C54,7944,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬭼,U+2CB7C,7945,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𫔎,U+2B50E,7946,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
矰,U+77F0,7947,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,496,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
穙,U+7A59,7948,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1113,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
穜,U+7A5C,7949,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1116,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
穟,U+7A5F,7950,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1119,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
簕,U+7C15,7951,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1557,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
簃,U+7C03,7952,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1539,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
儦,U+5126,7954,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,806,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
魋,U+9B4B,7955,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左下包,8,present,True,1355,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
斶,U+65B6,7956,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1974,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬸪,U+2CE2A,7958,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
䲠,U+4CA0,7960,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬶟,U+2CD9F,7961,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
鲾,U+9CBE,7962,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1726,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬶠,U+2CDA0,7963,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
鲿,U+9CBF,7964,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1727,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
鳁,U+9CC1,7965,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1729,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
鳂,U+9CC2,7966,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1730,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
鳈,U+9CC8,7967,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1736,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
鳉,U+9CC9,7968,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1737,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
䗪,U+45EA,7970,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左上包,5,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
襕,U+8955,7972,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,853,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
襚,U+895A,7973,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,858,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬶨,U+2CDA8,7974,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,上下,1,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
螱,U+87B1,7975,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,433,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
嬬,U+5B2C,7977,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1324,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
嬥,U+5B25,7978,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1317,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𦈡,U+26221,7979,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𫄸,U+2B138,7980,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
瓀,U+74C0,7981,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1728,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
鬶,U+9B36,7983,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1334,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
鞳,U+97B3,7985,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,435,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬟁,U+2C7C1,7987,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,上下,1,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
藟,U+85DF,7988,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,2015,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
藦,U+85E6,7989,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,2022,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
鹲,U+9E72,7991,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,114,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
黡,U+9EE1,7993,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左上包,5,present,True,225,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
礌,U+790C,7995,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,780,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𥖨,U+255A8,7996,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
蹢,U+8E62,7997,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,98,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
蹜,U+8E5C,7998,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,92,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
蟫,U+87EB,7999,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,491,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
䗴,U+45F4,8000,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
嚚,U+569A,8001,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上中下,2,present,True,154,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
