char,unicode,standard_rank,status,block_reason,block_detail,approved_agent_structure,approved_agent_struct_type,implementation_queue,required_before_source_write,human_decision_id,source_table_write_status,database_rebuild_status
𫫇,U+2BAC7,7519,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_current_model_row,No current CNBE32 index/ext can be preserved.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
㬊,U+3B0A,7520,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_current_model_row,No current CNBE32 index/ext can be preserved.,上下,1,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
暅,U+6685,7521,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
跱,U+8DF1,7522,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
蜐,U+8710,7523,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
嵲,U+5D72,7525,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
赗,U+8D57,7526,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𫓹,U+2B4F9,7529,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_current_model_row,No current CNBE32 index/ext can be preserved.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
锳,U+9533,7531,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
锧,U+9527,7532,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬭚,U+2CB5A,7534,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_current_model_row,No current CNBE32 index/ext can be preserved.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬭛,U+2CB5B,7537,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_current_model_row,No current CNBE32 index/ext can be preserved.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
稑,U+7A11,7538,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
䅟,U+415F,7540,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_current_model_row,No current CNBE32 index/ext can be preserved.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬕂,U+2C542,7541,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_current_model_row,No current CNBE32 index/ext can be preserved.,上下,1,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
筶,U+7B76,7544,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,上下,1,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
筤,U+7B64,7546,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,上下,1,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
僇,U+50C7,7549,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
谼,U+8C3C,7552,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
貆,U+8C86,7553,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
腨,U+8168,7555,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
腯,U+816F,7556,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
鲉,U+9C89,7557,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
鲊,U+9C8A,7558,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
鲌,U+9C8C,7559,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
䲟,U+4C9F,7560,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_current_model_row,No current CNBE32 index/ext can be preserved.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬶋,U+2CD8B,7561,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_current_model_row,No current CNBE32 index/ext can be preserved.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬶍,U+2CD8D,7562,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_current_model_row,No current CNBE32 index/ext can be preserved.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
鲏,U+9C8F,7563,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
雊,U+96CA,7564,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
猺,U+733A,7565,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
飔,U+98D4,7566,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左下包,8,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
觟,U+89DF,7567,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𦝼,U+2677C,7568,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_current_model_row,No current CNBE32 index/ext can be preserved.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
馌,U+998C,7569,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
裛,U+88DB,7570,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,上中下,2,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
鄘,U+9118,7574,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
鄜,U+911C,7576,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
麀,U+9E80,7577,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左上包,5,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
鄣,U+9123,7578,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
阘,U+9618,7579,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,上三包,9,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𫔶,U+2B536,7580,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_current_model_row,No current CNBE32 index/ext can be preserved.,上三包,9,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
煁,U+7141,7581,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
煃,U+7143,7582,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
煴,U+7174,7583,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
煋,U+714B,7584,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
煟,U+715F,7585,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
煓,U+7153,7586,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
溍,U+6E8D,7588,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
溹,U+6EB9,7589,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
滆,U+6EC6,7590,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
滉,U+6EC9,7591,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
溵,U+6EB5,7593,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
漷,U+6F37,7594,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
滧,U+6EE7,7595,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
滘,U+6ED8,7596,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
滍,U+6ECD,7597,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
愭,U+612D,7598,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
慥,U+6165,7599,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
慆,U+6146,7600,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
塱,U+5871,7601,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,上下,1,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𫌀,U+2B300,7602,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_current_model_row,No current CNBE32 index/ext can be preserved.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
禋,U+798B,7604,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
